deal_id,touchpoint_date,channel,campaign_name,content_asset,touchpoint_type,funnel_stage_at_touch,contact_role
DEAL-043,2025-09-14,LinkedIn,InMail,Product Update Announcement,content_download,sql,CMO
DEAL-043,2025-09-22,Google Ads,Retargeting,Demo Request Page,page_visit,sql,CMO
DEAL-043,2025-09-28,LinkedIn,Conversation Ads,Interactive Product Tour,ad_click,sql,CMO
DEAL-043,2025-09-30,LinkedIn,Sponsored Content,State of B2B Attribution Report,content_download,opportunity,Product Manager
DEAL-043,2025-10-10,LinkedIn,Conversation Ads,Interactive Product Tour,page_visit,opportunity,Product Manager
DEAL-043,2025-10-11,Google Ads,Non-Brand Search,Attribution Guide LP,ad_click,opportunity,Product Manager
DEAL-044,2026-05-30,Google Ads,Brand Search,Pricing Page,ad_click,lead,Marketing Analyst
DEAL-044,2026-06-01,Google Ads,Brand Search,Pricing Page,page_visit,lead,SDR/BDR
DEAL-044,2026-06-01,Google Ads,Brand Search,Product Overview Page,page_visit,lead,SDR/BDR
DEAL-044,2026-06-04,Outbound BDR,Inbound Response,Demo Request Response,email_click,mql,SDR/BDR
DEAL-044,2026-06-08,Google Ads,Non-Brand Search,Attribution Guide LP,ad_click,mql,CEO
DEAL-044,2026-06-09,Events,Conferences,B2B Marketing Exchange,webinar_attendance,mql,CEO
DEAL-044,2026-06-13,Events,Partner Events,HubSpot INBOUND Talk,webinar_attendance,sql,CEO
DEAL-044,2026-06-14,Events,Conferences,SaaStr Annual Booth,event_attendance,sql,CEO
DEAL-044,2026-06-20,Events,Hosted Roundtables,VP Marketing Roundtable,event_attendance,sql,CEO
DEAL-044,2026-06-20,Events,Conferences,B2B Marketing Exchange,webinar_attendance,opportunity,CEO
DEAL-044,2026-06-21,Email Campaigns,Re-engagement,We Miss You Email,email_open,opportunity,CEO
DEAL-044,2026-06-27,Email Campaigns,Nurture Sequences,Welcome Series Email,email_click,opportunity,CEO
DEAL-045,2026-01-10,Outbound BDR,Cold Outbound,Cold Call - Initial Outreach,email_open,lead,Head of Demand Gen
DEAL-045,2026-02-02,Outbound BDR,Inbound Response,Free Trial Onboarding Call,email_click,sql,Head of Demand Gen
DEAL-045,2026-03-01,Email Campaigns,Nurture Sequences,Welcome Series Email,email_open,opportunity,Head of Demand Gen
DEAL-046,2025-08-09,Content Marketing,Ebooks/Guides,B2B Marketing Measurement Guide,content_download,lead,Marketing Analyst
DEAL-046,2025-09-04,Content Marketing,Ebooks/Guides,Complete Attribution Playbook,content_download,mql,Marketing Analyst
DEAL-046,2025-10-06,Email Campaigns,Product Updates,Feature Launch Announcement,email_open,sql,VP Sales
DEAL-046,2025-11-02,Email Campaigns,Nurture Sequences,Welcome Series Email,email_click,opportunity,VP Sales
DEAL-047,2026-01-28,Content Marketing,Blog/SEO,Pipeline Velocity Best Practices,page_visit,lead,SDR/BDR
DEAL-047,2026-01-30,Content Marketing,Blog/SEO,B2B Funnel Optimization,page_visit,lead,Head of Demand Gen
DEAL-047,2026-02-04,LinkedIn,Sponsored Content,Pipeline ROI Infographic,content_download,mql,VP Marketing
DEAL-047,2026-02-06,Email Campaigns,Product Updates,Feature Launch Announcement,email_click,sql,VP Marketing
DEAL-047,2026-02-09,Email Campaigns,Product Updates,Integration Release Email,page_visit,opportunity,Head of Demand Gen
DEAL-047,2026-02-14,Content Marketing,Webinars,Attribution Masterclass,page_visit,opportunity,Head of Demand Gen
DEAL-048,2025-08-25,Content Marketing,Ebooks/Guides,Complete Attribution Playbook,content_download,lead,Marketing Manager
DEAL-048,2025-09-26,Content Marketing,Blog/SEO,B2B Funnel Optimization,page_visit,mql,Marketing Manager
DEAL-048,2025-11-05,Content Marketing,Ebooks/Guides,Pipeline Intelligence Handbook,content_download,sql,Marketing Manager
DEAL-048,2025-12-12,Email Campaigns,Nurture Sequences,Product Education Drip,email_click,opportunity,Marketing Manager
DEAL-049,2025-10-11,Email Campaigns,Nurture Sequences,Use Case Showcase,email_click,lead,Marketing Manager
DEAL-049,2025-11-02,LinkedIn,Sponsored Content,State of B2B Attribution Report,content_download,mql,Marketing Manager
DEAL-049,2025-11-26,LinkedIn,Sponsored Content,Pipeline ROI Infographic,content_download,sql,CFO
DEAL-049,2025-12-16,Content Marketing,Blog/SEO,Channel ROI Framework,page_visit,opportunity,CFO
DEAL-049,2026-01-06,LinkedIn,Conversation Ads,ROI Assessment Tool,content_download,opportunity,CFO
DEAL-050,2026-03-27,Outbound BDR,Inbound Response,Pricing Inquiry Call,sales_call,lead,CEO
DEAL-050,2026-04-13,Outbound BDR,Cold Outbound,Cold Email Sequence,email_click,opportunity,CEO
DEAL-051,2025-10-01,Google Ads,Brand Search,Product Overview Page,page_visit,lead,SDR/BDR
DEAL-051,2025-10-07,Google Ads,Retargeting,Free Trial Page,page_visit,lead,SDR/BDR
DEAL-051,2025-10-20,Google Ads,Brand Search,Product Overview Page,ad_click,mql,Director of Marketing
DEAL-051,2025-10-27,Google Ads,Retargeting,Case Study LP,ad_click,sql,VP Sales
DEAL-051,2025-11-04,LinkedIn,Sponsored Content,Pipeline ROI Infographic,page_visit,sql,VP Sales
DEAL-051,2025-11-14,Email Campaigns,Nurture Sequences,Product Education Drip,email_click,opportunity,Director of Marketing
DEAL-051,2025-11-23,Google Ads,Brand Search,Brand Landing Page,page_visit,opportunity,VP Sales
DEAL-052,2025-09-25,Content Marketing,Webinars,CMO Metrics That Matter,page_visit,lead,Director of Marketing
DEAL-052,2025-10-01,Google Ads,Non-Brand Search,Attribution Guide LP,ad_click,lead,SDR/BDR
DEAL-052,2025-10-16,Email Campaigns,Re-engagement,We Miss You Email,email_click,lead,Marketing Manager
DEAL-052,2025-10-25,Content Marketing,Webinars,Revenue Ops Workshop,content_download,mql,Marketing Manager
DEAL-052,2025-11-02,Events,Conferences,MarTech Conference,webinar_attendance,mql,Director of Marketing
DEAL-052,2025-11-12,Events,Conferences,SaaStr Annual Booth,webinar_attendance,sql,Director of Marketing
DEAL-052,2025-11-20,LinkedIn,InMail,Executive Briefing Invite,ad_click,sql,Director of Marketing
DEAL-052,2025-12-05,Content Marketing,Blog/SEO,Channel ROI Framework,email_click,sql,Director of Marketing
DEAL-052,2025-12-15,Content Marketing,Blog/SEO,Multi-Touch Attribution Guide,email_click,opportunity,Director of Marketing
DEAL-052,2025-12-22,Content Marketing,Webinars,Revenue Ops Workshop,email_click,opportunity,Director of Marketing
DEAL-052,2025-12-30,Events,Conferences,SaaStr Annual Booth,webinar_attendance,opportunity,Director of Marketing
DEAL-053,2025-09-17,Google Ads,Retargeting,Case Study LP,ad_click,lead,Marketing Director
DEAL-053,2025-09-19,LinkedIn,InMail,Executive Briefing Invite,content_download,lead,Digital Marketing Specialist
DEAL-053,2025-09-23,Events,Partner Events,Marketo Summit Workshop,webinar_attendance,mql,Marketing Director
DEAL-053,2025-09-29,Content Marketing,Webinars,Pipeline Analytics Deep Dive,content_download,sql,Marketing Director
DEAL-053,2025-10-07,Events,Hosted Roundtables,CMO Dinner: Attribution in Practice,event_attendance,opportunity,Marketing Director
DEAL-053,2025-10-13,Outbound BDR,Cold Outbound,Cold Email Sequence,email_open,opportunity,Marketing Director
DEAL-054,2026-02-12,Outbound BDR,Cold Outbound,Cold Email Sequence,sales_call,lead,Marketing Manager
DEAL-054,2026-04-09,Google Ads,Non-Brand Search,ROI Calculator Page,page_visit,opportunity,CTO
DEAL-055,2025-08-17,Outbound BDR,Inbound Response,Demo Request Response,sales_call,lead,Head of Demand Gen
DEAL-055,2025-09-14,Outbound BDR,Inbound Response,Free Trial Onboarding Call,email_click,mql,Head of Demand Gen
DEAL-055,2025-10-13,Outbound BDR,Warm Follow-up,Content Download Follow-up,email_open,sql,Head of Demand Gen
DEAL-055,2025-11-12,Content Marketing,Ebooks/Guides,B2B Marketing Measurement Guide,email_click,opportunity,VP Marketing
DEAL-056,2025-12-14,Google Ads,Retargeting,Free Trial Page,page_visit,lead,Digital Marketing Specialist
DEAL-056,2025-12-23,Outbound BDR,Warm Follow-up,Post-Event Follow-up Call,email_click,mql,Digital Marketing Specialist
DEAL-056,2026-01-05,Google Ads,Retargeting,Demo Request Page,page_visit,sql,CEO
DEAL-056,2026-01-12,Content Marketing,Blog/SEO,Pipeline Velocity Best Practices,email_click,opportunity,CEO
DEAL-056,2026-01-26,Email Campaigns,Nurture Sequences,Use Case Showcase,page_visit,opportunity,VP Sales
DEAL-057,2025-11-14,Google Ads,Non-Brand Search,Attribution Guide LP,page_visit,lead,Marketing Analyst
DEAL-057,2025-12-17,Content Marketing,Blog/SEO,Channel ROI Framework,content_download,opportunity,SDR/BDR
DEAL-058,2026-02-08,Outbound BDR,Inbound Response,Demo Request Response,email_open,lead,SDR/BDR
DEAL-058,2026-02-13,Events,Hosted Roundtables,VP Marketing Roundtable,webinar_attendance,mql,Director of Ops
DEAL-058,2026-02-18,Google Ads,Retargeting,Free Trial Page,page_visit,sql,Director of Ops
DEAL-058,2026-02-23,Content Marketing,Webinars,Pipeline Analytics Deep Dive,page_visit,opportunity,Director of Ops
DEAL-058,2026-03-06,Content Marketing,Blog/SEO,Pipeline Velocity Best Practices,email_click,opportunity,Director of Ops
DEAL-059,2025-08-26,Google Ads,Non-Brand Search,Pipeline Analytics LP,ad_click,lead,SDR/BDR
DEAL-059,2025-09-03,Content Marketing,Webinars,Attribution Masterclass,page_visit,lead,Product Manager
DEAL-059,2025-09-18,Content Marketing,Webinars,Pipeline Analytics Deep Dive,email_click,mql,Product Manager
DEAL-059,2025-09-25,Google Ads,Non-Brand Search,Attribution Guide LP,ad_click,sql,Product Manager
DEAL-059,2025-10-10,Email Campaigns,Product Updates,Feature Launch Announcement,email_open,opportunity,VP Marketing
DEAL-059,2025-10-16,Content Marketing,Blog/SEO,B2B Funnel Optimization,email_click,opportunity,VP Marketing
DEAL-060,2025-11-26,Google Ads,Brand Search,Product Overview Page,ad_click,lead,CTO
DEAL-060,2025-12-16,Google Ads,Non-Brand Search,ROI Calculator Page,page_visit,mql,VP Sales
DEAL-060,2026-01-11,Events,Partner Events,Salesforce Dreamforce Session,event_attendance,sql,VP Sales
DEAL-060,2026-02-04,Email Campaigns,Re-engagement,New Feature Alert,page_visit,opportunity,VP Sales
DEAL-060,2026-02-26,Email Campaigns,Product Updates,Feature Launch Announcement,page_visit,opportunity,VP Sales
DEAL-061,2025-12-21,Content Marketing,Webinars,Pipeline Analytics Deep Dive,content_download,lead,Digital Marketing Specialist
DEAL-061,2025-12-28,Content Marketing,Ebooks/Guides,B2B Marketing Measurement Guide,page_visit,lead,Digital Marketing Specialist
DEAL-061,2026-01-01,LinkedIn,Sponsored Content,Pipeline ROI Infographic,page_visit,lead,Digital Marketing Specialist
DEAL-061,2026-01-13,Email Campaigns,Product Updates,Feature Launch Announcement,email_click,mql,Digital Marketing Specialist
DEAL-061,2026-01-19,Content Marketing,Blog/SEO,B2B Funnel Optimization,content_download,mql,CEO
DEAL-061,2026-01-28,Content Marketing,Blog/SEO,Channel ROI Framework,email_click,sql,CEO
DEAL-061,2026-02-05,Email Campaigns,Product Updates,Feature Launch Announcement,email_click,sql,CEO
DEAL-061,2026-02-11,Email Campaigns,Product Updates,Integration Release Email,page_visit,opportunity,CTO
DEAL-061,2026-02-13,Email Campaigns,Product Updates,Platform Update Newsletter,page_visit,opportunity,CEO
DEAL-061,2026-02-24,Email Campaigns,Nurture Sequences,Use Case Showcase,email_open,opportunity,CTO
DEAL-062,2025-09-01,Events,Partner Events,Marketo Summit Workshop,webinar_attendance,lead,Head of Demand Gen
DEAL-062,2025-09-18,Events,Partner Events,Marketo Summit Workshop,event_attendance,mql,SDR/BDR
DEAL-062,2025-10-12,Google Ads,Retargeting,Demo Request Page,page_visit,sql,Head of Demand Gen
DEAL-062,2025-11-02,Google Ads,Non-Brand Search,ROI Calculator Page,page_visit,opportunity,Head of Demand Gen
DEAL-063,2025-12-24,Google Ads,Brand Search,Product Overview Page,ad_click,lead,Marketing Manager
DEAL-063,2025-12-26,Outbound BDR,Cold Outbound,Cold Email Sequence,sales_call,lead,Marketing Manager
DEAL-063,2025-12-28,Outbound BDR,Warm Follow-up,Post-Event Follow-up Call,sales_call,lead,Marketing Manager
DEAL-063,2026-01-04,Google Ads,Non-Brand Search,Attribution Guide LP,page_visit,mql,Marketing Manager
DEAL-063,2026-01-05,Events,Conferences,SaaStr Annual Booth,webinar_attendance,mql,CMO
DEAL-063,2026-01-05,Events,Partner Events,Marketo Summit Workshop,webinar_attendance,sql,CTO
DEAL-063,2026-01-13,Content Marketing,Blog/SEO,B2B Funnel Optimization,email_click,sql,CTO
DEAL-063,2026-01-17,Email Campaigns,Re-engagement,New Feature Alert,page_visit,opportunity,CTO
DEAL-063,2026-01-19,Email Campaigns,Nurture Sequences,Customer Testimonial Email,email_click,opportunity,CTO
DEAL-063,2026-01-20,Google Ads,Brand Search,Pricing Page,ad_click,opportunity,CTO
DEAL-064,2025-07-27,LinkedIn,Sponsored Content,Pipeline ROI Infographic,content_download,lead,Director of Marketing
DEAL-064,2025-08-02,Google Ads,Brand Search,Pricing Page,page_visit,lead,Content Strategist
DEAL-064,2025-08-11,Google Ads,Non-Brand Search,Pipeline Analytics LP,ad_click,lead,Content Strategist
DEAL-064,2025-08-24,LinkedIn,InMail,Executive Briefing Invite,ad_click,mql,Director of Marketing
DEAL-064,2025-09-01,LinkedIn,Sponsored Content,Pipeline ROI Infographic,content_download,mql,Director of Marketing
DEAL-064,2025-09-08,Events,Hosted Roundtables,VP Marketing Roundtable,event_attendance,sql,CMO
DEAL-064,2025-09-18,Events,Partner Events,Marketo Summit Workshop,event_attendance,sql,CMO
DEAL-064,2025-09-30,LinkedIn,Conversation Ads,Interactive Product Tour,page_visit,opportunity,CMO
DEAL-064,2025-10-05,Email Campaigns,Re-engagement,Special Offer Email,email_open,opportunity,CMO
DEAL-064,2025-10-15,Email Campaigns,Re-engagement,We Miss You Email,email_click,opportunity,CMO
DEAL-065,2025-09-01,Events,Partner Events,Marketo Summit Workshop,webinar_attendance,lead,Product Manager
DEAL-065,2025-09-15,Events,Hosted Roundtables,CMO Dinner: Attribution in Practice,webinar_attendance,mql,Marketing Analyst
DEAL-065,2025-09-26,Events,Conferences,SaaStr Annual Booth,event_attendance,sql,Product Manager
DEAL-065,2025-10-07,Content Marketing,Blog/SEO,Pipeline Velocity Best Practices,content_download,opportunity,Product Manager
DEAL-066,2026-04-11,Content Marketing,Ebooks/Guides,Complete Attribution Playbook,email_click,lead,Marketing Director
DEAL-066,2026-04-19,Content Marketing,Webinars,Attribution Masterclass,page_visit,lead,Marketing Director
DEAL-066,2026-05-04,Email Campaigns,Re-engagement,Special Offer Email,page_visit,mql,Marketing Director
DEAL-066,2026-05-19,LinkedIn,Sponsored Content,Customer Success Story,content_download,sql,Director of Marketing
DEAL-066,2026-06-03,LinkedIn,InMail,Executive Briefing Invite,page_visit,sql,Director of Marketing
DEAL-066,2026-06-19,Email Campaigns,Nurture Sequences,Welcome Series Email,page_visit,opportunity,Director of Marketing
DEAL-066,2026-06-30,LinkedIn,Conversation Ads,ROI Assessment Tool,ad_click,opportunity,Marketing Director
DEAL-067,2025-09-15,Google Ads,Retargeting,Demo Request Page,ad_click,lead,Digital Marketing Specialist
DEAL-067,2025-09-29,LinkedIn,Sponsored Content,State of B2B Attribution Report,page_visit,lead,Digital Marketing Specialist
DEAL-067,2025-10-16,Google Ads,Brand Search,Pricing Page,ad_click,mql,CFO
DEAL-067,2025-10-28,Google Ads,Non-Brand Search,ROI Calculator Page,page_visit,sql,CFO
DEAL-067,2025-11-16,Email Campaigns,Nurture Sequences,Use Case Showcase,page_visit,opportunity,CFO
DEAL-067,2025-11-30,Email Campaigns,Re-engagement,New Feature Alert,email_open,opportunity,CFO
DEAL-068,2025-07-06,Outbound BDR,Warm Follow-up,Referral Introduction Call,sales_call,lead,Marketing Analyst
DEAL-068,2025-07-28,Content Marketing,Blog/SEO,Multi-Touch Attribution Guide,page_visit,mql,Marketing Analyst
DEAL-068,2025-08-16,Google Ads,Brand Search,Pricing Page,ad_click,sql,Head of Demand Gen
DEAL-068,2025-09-12,Content Marketing,Webinars,Revenue Ops Workshop,page_visit,opportunity,Head of Demand Gen
DEAL-069,2026-03-19,Outbound BDR,Inbound Response,Demo Request Response,email_click,lead,Marketing Analyst
DEAL-069,2026-06-09,Email Campaigns,Re-engagement,Special Offer Email,email_open,opportunity,Marketing Analyst
DEAL-070,2025-09-07,Events,Conferences,B2B Marketing Exchange,event_attendance,lead,Director of Ops
DEAL-070,2025-09-18,Outbound BDR,Warm Follow-up,Content Download Follow-up,email_click,lead,Director of Ops
DEAL-070,2025-09-23,Google Ads,Brand Search,Pricing Page,page_visit,mql,Director of Ops
DEAL-070,2025-10-06,Google Ads,Retargeting,Free Trial Page,page_visit,sql,Director of Ops
DEAL-070,2025-10-17,Google Ads,Retargeting,Demo Request Page,page_visit,sql,VP Marketing
DEAL-070,2025-10-20,LinkedIn,Conversation Ads,ROI Assessment Tool,ad_click,opportunity,VP Marketing
DEAL-070,2025-10-31,Google Ads,Retargeting,Free Trial Page,page_visit,opportunity,VP Marketing
DEAL-071,2026-01-15,Content Marketing,Ebooks/Guides,Pipeline Intelligence Handbook,page_visit,lead,Head of Demand Gen
DEAL-071,2026-02-02,Outbound BDR,Cold Outbound,Cold Email Sequence,sales_call,sql,Marketing Director
DEAL-071,2026-02-24,Email Campaigns,Product Updates,Feature Launch Announcement,page_visit,opportunity,Head of Demand Gen
DEAL-072,2025-07-03,Google Ads,Non-Brand Search,Pipeline Analytics LP,page_visit,lead,Marketing Analyst
DEAL-072,2025-08-04,Email Campaigns,Product Updates,Platform Update Newsletter,email_open,opportunity,CFO
DEAL-073,2026-04-13,Events,Conferences,B2B Marketing Exchange,event_attendance,lead,Digital Marketing Specialist
DEAL-073,2026-05-06,Events,Hosted Roundtables,RevOps Leaders Forum,webinar_attendance,mql,Digital Marketing Specialist
DEAL-073,2026-05-30,Content Marketing,Webinars,CMO Metrics That Matter,page_visit,sql,VP Sales
DEAL-073,2026-06-28,Content Marketing,Blog/SEO,B2B Funnel Optimization,page_visit,opportunity,VP Sales
DEAL-074,2025-10-18,Email Campaigns,Re-engagement,We Miss You Email,email_click,lead,Digital Marketing Specialist
DEAL-074,2025-10-19,Outbound BDR,Cold Outbound,LinkedIn Connection Request,email_click,lead,Product Manager
DEAL-074,2025-10-21,Google Ads,Brand Search,Pricing Page,ad_click,mql,Product Manager
DEAL-074,2025-10-26,Google Ads,Retargeting,Free Trial Page,page_visit,sql,Head of Demand Gen
DEAL-074,2025-10-27,Email Campaigns,Nurture Sequences,Customer Testimonial Email,email_click,mql,Product Manager
DEAL-074,2025-11-01,Google Ads,Retargeting,Free Trial Page,ad_click,sql,Product Manager
DEAL-074,2025-11-04,Email Campaigns,Product Updates,Platform Update Newsletter,page_visit,opportunity,Head of Demand Gen
DEAL-074,2025-11-05,LinkedIn,Sponsored Content,Pipeline ROI Infographic,ad_click,opportunity,Head of Demand Gen
DEAL-074,2025-11-08,Google Ads,Retargeting,Free Trial Page,page_visit,opportunity,Product Manager
DEAL-075,2026-01-12,Google Ads,Non-Brand Search,ROI Calculator Page,page_visit,lead,Marketing Director
DEAL-075,2026-01-30,Outbound BDR,Cold Outbound,Cold Call - Initial Outreach,sales_call,mql,Product Manager
DEAL-075,2026-02-13,Events,Partner Events,Salesforce Dreamforce Session,event_attendance,sql,Product Manager
DEAL-075,2026-02-26,Outbound BDR,Cold Outbound,Cold Email Sequence,sales_call,opportunity,VP Marketing
DEAL-076,2025-09-03,Outbound BDR,Warm Follow-up,Referral Introduction Call,email_click,lead,VP Sales
DEAL-076,2025-09-26,Google Ads,Retargeting,Case Study LP,ad_click,mql,CEO
DEAL-076,2025-10-18,Outbound BDR,Warm Follow-up,Post-Event Follow-up Call,email_open,sql,VP Sales
DEAL-076,2025-11-14,Content Marketing,Ebooks/Guides,Pipeline Intelligence Handbook,page_visit,opportunity,VP Sales
DEAL-076,2025-12-07,Email Campaigns,Nurture Sequences,Customer Testimonial Email,page_visit,opportunity,CEO
DEAL-077,2026-01-16,Outbound BDR,Cold Outbound,Cold Call - Initial Outreach,email_open,lead,SDR/BDR
DEAL-077,2026-01-25,Google Ads,Brand Search,Product Overview Page,ad_click,lead,SDR/BDR
DEAL-077,2026-02-06,Outbound BDR,Inbound Response,Demo Request Response,sales_call,mql,SDR/BDR
DEAL-077,2026-02-18,Google Ads,Non-Brand Search,ROI Calculator Page,ad_click,mql,VP Sales
DEAL-077,2026-02-28,Content Marketing,Webinars,Attribution Masterclass,content_download,sql,VP Sales
DEAL-077,2026-03-15,Content Marketing,Blog/SEO,B2B Funnel Optimization,content_download,sql,CFO
DEAL-077,2026-03-29,Email Campaigns,Nurture Sequences,Use Case Showcase,email_open,opportunity,VP Sales
DEAL-077,2026-04-05,Google Ads,Brand Search,Product Overview Page,ad_click,opportunity,VP Sales
DEAL-078,2025-07-25,Outbound BDR,Inbound Response,Demo Request Response,email_click,lead,Marketing Manager
DEAL-078,2025-07-27,LinkedIn,Sponsored Content,Pipeline ROI Infographic,ad_click,lead,Marketing Manager
DEAL-078,2025-07-31,Google Ads,Retargeting,Case Study LP,ad_click,mql,Marketing Manager
DEAL-078,2025-08-02,LinkedIn,Conversation Ads,Interactive Product Tour,content_download,mql,CEO
DEAL-078,2025-08-09,LinkedIn,InMail,Product Update Announcement,content_download,sql,CEO
DEAL-078,2025-08-09,Email Campaigns,Re-engagement,We Miss You Email,email_open,sql,CEO
DEAL-078,2025-08-15,Content Marketing,Webinars,Revenue Ops Workshop,page_visit,opportunity,CEO
DEAL-078,2025-08-18,Content Marketing,Ebooks/Guides,Pipeline Intelligence Handbook,email_click,opportunity,CEO
DEAL-079,2026-01-04,LinkedIn,InMail,Executive Briefing Invite,content_download,lead,SDR/BDR
DEAL-079,2026-01-25,Google Ads,Retargeting,Case Study LP,ad_click,mql,SDR/BDR
DEAL-079,2026-02-16,Outbound BDR,Cold Outbound,Cold Email Sequence,sales_call,sql,Marketing Director
DEAL-079,2026-03-15,Outbound BDR,Inbound Response,Pricing Inquiry Call,email_click,opportunity,CEO
DEAL-079,2026-04-05,Content Marketing,Ebooks/Guides,Pipeline Intelligence Handbook,email_click,opportunity,Marketing Director
DEAL-080,2025-07-30,Outbound BDR,Warm Follow-up,Content Download Follow-up,email_click,lead,Content Strategist
DEAL-080,2025-08-08,Google Ads,Brand Search,Pricing Page,page_visit,mql,Content Strategist
DEAL-080,2025-08-15,Google Ads,Retargeting,Free Trial Page,page_visit,sql,VP Sales
DEAL-080,2025-08-21,Content Marketing,Webinars,Revenue Ops Workshop,content_download,opportunity,CMO
DEAL-081,2025-07-09,Google Ads,Non-Brand Search,Attribution Guide LP,ad_click,lead,Marketing Manager
DEAL-081,2025-07-26,Events,Conferences,Revenue Summit,event_attendance,mql,Marketing Manager
DEAL-081,2025-08-21,Events,Hosted Roundtables,RevOps Leaders Forum,event_attendance,sql,Marketing Analyst
DEAL-081,2025-09-09,Events,Hosted Roundtables,VP Marketing Roundtable,event_attendance,opportunity,Marketing Analyst
DEAL-082,2025-07-06,Google Ads,Brand Search,Product Overview Page,ad_click,lead,Digital Marketing Specialist
DEAL-082,2025-07-22,Outbound BDR,Inbound Response,Free Trial Onboarding Call,sales_call,lead,SDR/BDR
DEAL-082,2025-08-12,Content Marketing,Webinars,Revenue Ops Workshop,email_click,mql,Marketing Analyst
DEAL-082,2025-08-27,Content Marketing,Webinars,Pipeline Analytics Deep Dive,email_click,sql,Director of Ops
DEAL-082,2025-09-11,Events,Partner Events,Marketo Summit Workshop,event_attendance,sql,Director of Ops
DEAL-082,2025-09-27,Content Marketing,Webinars,CMO Metrics That Matter,content_download,opportunity,Director of Ops
DEAL-082,2025-10-17,Content Marketing,Webinars,CMO Metrics That Matter,content_download,opportunity,Director of Ops
DEAL-083,2025-08-15,Google Ads,Retargeting,Free Trial Page,ad_click,lead,Marketing Director
DEAL-083,2025-09-20,LinkedIn,Sponsored Content,State of B2B Attribution Report,page_visit,sql,Product Manager
DEAL-083,2025-10-31,Google Ads,Retargeting,Case Study LP,page_visit,opportunity,Marketing Director
DEAL-084,2025-08-20,Google Ads,Retargeting,Case Study LP,page_visit,lead,SDR/BDR
DEAL-084,2025-08-30,Email Campaigns,Re-engagement,We Miss You Email,email_click,lead,SDR/BDR
DEAL-084,2025-09-12,Content Marketing,Ebooks/Guides,Complete Attribution Playbook,page_visit,lead,SDR/BDR
DEAL-084,2025-09-22,Outbound BDR,Inbound Response,Free Trial Onboarding Call,email_click,mql,SDR/BDR
DEAL-084,2025-10-04,Google Ads,Retargeting,Free Trial Page,ad_click,mql,VP Marketing
DEAL-084,2025-10-16,LinkedIn,InMail,Personalized Demo Invite,content_download,mql,VP Sales
DEAL-084,2025-10-27,Google Ads,Retargeting,Case Study LP,ad_click,sql,VP Marketing
DEAL-084,2025-11-04,Google Ads,Non-Brand Search,Pipeline Analytics LP,ad_click,sql,VP Sales
DEAL-084,2025-11-14,Email Campaigns,Re-engagement,Special Offer Email,page_visit,sql,VP Sales
DEAL-084,2025-11-27,LinkedIn,Sponsored Content,State of B2B Attribution Report,content_download,opportunity,VP Marketing
DEAL-084,2025-12-11,Content Marketing,Webinars,CMO Metrics That Matter,content_download,opportunity,VP Sales
DEAL-084,2025-12-19,Google Ads,Brand Search,Brand Landing Page,ad_click,opportunity,VP Sales
DEAL-085,2026-03-17,LinkedIn,Sponsored Content,Pipeline ROI Infographic,ad_click,lead,Director of Ops
DEAL-085,2026-03-22,Google Ads,Non-Brand Search,ROI Calculator Page,ad_click,lead,Director of Ops
DEAL-085,2026-03-24,Google Ads,Retargeting,Demo Request Page,page_visit,mql,CMO
DEAL-085,2026-04-01,Google Ads,Retargeting,Free Trial Page,ad_click,sql,CMO
DEAL-085,2026-04-04,Google Ads,Brand Search,Pricing Page,page_visit,opportunity,Director of Ops
DEAL-085,2026-04-07,Email Campaigns,Re-engagement,We Miss You Email,page_visit,opportunity,Director of Ops
DEAL-086,2026-03-14,Content Marketing,Ebooks/Guides,Complete Attribution Playbook,email_click,lead,VP Marketing
DEAL-086,2026-04-27,Google Ads,Non-Brand Search,Attribution Guide LP,page_visit,sql,CEO
DEAL-086,2026-06-07,Content Marketing,Ebooks/Guides,B2B Marketing Measurement Guide,email_click,opportunity,VP Marketing
DEAL-087,2026-02-15,Events,Partner Events,Salesforce Dreamforce Session,event_attendance,lead,Director of Ops
DEAL-087,2026-03-18,Outbound BDR,Inbound Response,Demo Request Response,sales_call,mql,Head of Demand Gen
DEAL-087,2026-04-26,Events,Partner Events,Salesforce Dreamforce Session,webinar_attendance,sql,Head of Demand Gen
DEAL-087,2026-05-24,Events,Partner Events,HubSpot INBOUND Talk,webinar_attendance,opportunity,CEO
DEAL-087,2026-06-30,Events,Hosted Roundtables,CMO Dinner: Attribution in Practice,event_attendance,opportunity,Director of Ops
DEAL-088,2026-02-04,Content Marketing,Ebooks/Guides,B2B Marketing Measurement Guide,email_click,lead,Director of Ops
DEAL-088,2026-02-16,Google Ads,Retargeting,Demo Request Page,page_visit,mql,Director of Marketing
DEAL-088,2026-02-26,Email Campaigns,Product Updates,Integration Release Email,email_open,sql,Director of Ops
DEAL-088,2026-03-06,Content Marketing,Blog/SEO,Multi-Touch Attribution Guide,page_visit,opportunity,Marketing Director
DEAL-088,2026-03-16,Email Campaigns,Nurture Sequences,Product Education Drip,page_visit,opportunity,Director of Marketing
DEAL-089,2025-08-31,Google Ads,Non-Brand Search,Pipeline Analytics LP,page_visit,lead,SDR/BDR
DEAL-089,2025-09-05,Google Ads,Retargeting,Demo Request Page,page_visit,lead,SDR/BDR
