deal_id,touchpoint_date,channel,campaign_name,content_asset,touchpoint_type,funnel_stage_at_touch,contact_role
DEAL-044,2026-04-11,Content Marketing,Ebooks/Guides,Complete Attribution Playbook,email_click,lead,Marketing Director
DEAL-044,2026-04-19,Content Marketing,Webinars,Attribution Masterclass,page_visit,lead,Marketing Director
DEAL-044,2026-05-04,Email Campaigns,Re-engagement,Special Offer Email,page_visit,mql,Marketing Director
DEAL-044,2026-05-19,LinkedIn,Sponsored Content,Customer Success Story,content_download,sql,Director of Marketing
DEAL-044,2026-06-03,LinkedIn,InMail,Executive Briefing Invite,page_visit,sql,Director of Marketing
DEAL-044,2026-06-19,Email Campaigns,Nurture Sequences,Welcome Series Email,page_visit,opportunity,Director of Marketing
DEAL-044,2026-06-30,LinkedIn,Conversation Ads,ROI Assessment Tool,ad_click,opportunity,Marketing Director
DEAL-045,2026-04-10,Google Ads,Retargeting,Case Study LP,page_visit,lead,VP Sales
DEAL-045,2026-04-15,Outbound BDR,Cold Outbound,Cold Email Sequence,email_click,mql,VP Sales
DEAL-045,2026-04-16,Outbound BDR,Warm Follow-up,Content Download Follow-up,email_open,sql,VP Sales
DEAL-045,2026-04-19,Email Campaigns,Nurture Sequences,Welcome Series Email,page_visit,opportunity,CMO
DEAL-045,2026-04-22,Outbound BDR,Cold Outbound,Cold Email Sequence,email_open,opportunity,CMO
DEAL-046,2026-04-16,Google Ads,Non-Brand Search,Pipeline Analytics LP,ad_click,lead,Content Strategist
DEAL-046,2026-06-30,Content Marketing,Blog/SEO,Multi-Touch Attribution Guide,content_download,opportunity,Marketing Director
DEAL-047,2026-04-16,Google Ads,Brand Search,Pricing Page,ad_click,lead,Marketing Manager
DEAL-047,2026-04-24,Content Marketing,Blog/SEO,Channel ROI Framework,content_download,mql,Director of Marketing
DEAL-047,2026-04-27,Events,Hosted Roundtables,VP Marketing Roundtable,event_attendance,sql,CTO
DEAL-047,2026-05-07,Events,Partner Events,HubSpot INBOUND Talk,event_attendance,opportunity,Director of Marketing
DEAL-047,2026-05-14,Email Campaigns,Product Updates,Integration Release Email,email_click,opportunity,CTO
DEAL-048,2026-05-02,LinkedIn,Sponsored Content,Pipeline ROI Infographic,page_visit,lead,Director of Ops
DEAL-048,2026-05-04,Content Marketing,Blog/SEO,Channel ROI Framework,page_visit,lead,Marketing Manager
DEAL-048,2026-05-12,Content Marketing,Blog/SEO,Channel ROI Framework,page_visit,mql,Director of Ops
DEAL-048,2026-05-15,Content Marketing,Blog/SEO,Channel ROI Framework,content_download,sql,VP Sales
DEAL-048,2026-05-19,LinkedIn,InMail,Product Update Announcement,page_visit,sql,VP Sales
DEAL-048,2026-05-23,Content Marketing,Blog/SEO,Channel ROI Framework,email_click,opportunity,VP Sales
DEAL-048,2026-05-25,Content Marketing,Ebooks/Guides,Pipeline Intelligence Handbook,content_download,opportunity,Director of Ops
DEAL-049,2026-05-26,Outbound BDR,Cold Outbound,Cold Call - Initial Outreach,email_click,lead,Marketing Analyst
DEAL-049,2026-06-02,Google Ads,Non-Brand Search,Attribution Guide LP,ad_click,lead,Marketing Analyst
DEAL-049,2026-06-09,Content Marketing,Webinars,Pipeline Analytics Deep Dive,page_visit,mql,VP Sales
DEAL-049,2026-06-17,Google Ads,Retargeting,Free Trial Page,ad_click,sql,VP Sales
DEAL-049,2026-06-19,Email Campaigns,Nurture Sequences,Welcome Series Email,email_click,opportunity,VP Sales
DEAL-049,2026-06-27,Content Marketing,Webinars,CMO Metrics That Matter,content_download,opportunity,VP Sales
DEAL-050,2026-05-30,Google Ads,Brand Search,Pricing Page,ad_click,lead,Marketing Analyst
DEAL-050,2026-06-01,Google Ads,Brand Search,Pricing Page,page_visit,lead,SDR/BDR
DEAL-050,2026-06-01,Google Ads,Brand Search,Product Overview Page,page_visit,lead,SDR/BDR
DEAL-050,2026-06-04,Outbound BDR,Inbound Response,Demo Request Response,email_click,mql,SDR/BDR
DEAL-050,2026-06-08,Google Ads,Non-Brand Search,Attribution Guide LP,ad_click,mql,CEO
DEAL-050,2026-06-09,Events,Conferences,B2B Marketing Exchange,webinar_attendance,mql,CEO
DEAL-050,2026-06-13,Events,Partner Events,HubSpot INBOUND Talk,webinar_attendance,sql,CEO
DEAL-050,2026-06-14,Events,Conferences,SaaStr Annual Booth,event_attendance,sql,CEO
DEAL-050,2026-06-20,Events,Hosted Roundtables,VP Marketing Roundtable,event_attendance,sql,CEO
DEAL-050,2026-06-20,Events,Conferences,B2B Marketing Exchange,webinar_attendance,opportunity,CEO
DEAL-050,2026-06-21,Email Campaigns,Re-engagement,We Miss You Email,email_open,opportunity,CEO
DEAL-050,2026-06-27,Email Campaigns,Nurture Sequences,Welcome Series Email,email_click,opportunity,CEO
